,wikidata,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
1895,Q10657715,SE0210319000000778,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210319000000778,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210319000000778'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10657715'>link WD</a>
1896,Q10671432,SE0110127000001375,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110127000001375,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110127000001375'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10671432'>link WD</a>
1897,Q10688521,SE0110186000001464,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110186000001464,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110186000001464'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10688521'>link WD</a>
1898,Q10718789,SE0110126000002126,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110126000002126,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110126000002126'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10718789'>link WD</a>
1900,Q56301944,SE0110140000001347,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110140000001347,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110140000001347'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q56301944'>link WD</a>
1902,Q106708116,SE0A21461000001047,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21461000001047,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21461000001047'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708116'>link WD</a>
1912,Q106708130,SE0220461000001069,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220461000001069,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220461000001069'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708130'>link WD</a>
1920,Q106708138,SE0230582000001083,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230582000001083,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230582000001083'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708138'>link WD</a>
1921,Q106708139,SE0230582000001084,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230582000001084,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230582000001084'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708139'>link WD</a>
1926,Q106708140,SE0230582000001085,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230582000001085,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230582000001085'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708140'>link WD</a>
1928,Q106708144,SE0230582000001087,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230582000001087,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230582000001087'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708144'>link WD</a>
1946,Q106708196,SE0920763000001122,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001122,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001122'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708196'>link WD</a>
1951,Q106708201,SE0920763000001128,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001128,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001128'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708201'>link WD</a>
1952,Q106708198,SE0920763000001126,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001126,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001126'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708198'>link WD</a>
1953,Q106708202,SE0920763000001130,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001130,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001130'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708202'>link WD</a>
1954,Q106708205,SE0920763000001134,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001134,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001134'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708205'>link WD</a>
1956,Q106708203,SE0920763000001132,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001132,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001132'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708203'>link WD</a>
1958,Q106708206,SE0920763000001135,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001135,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001135'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708206'>link WD</a>
1960,Q106708209,SE0920763000001138,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001138,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920763000001138'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708209'>link WD</a>
1964,Q106708211,SE0220483000001141,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220483000001141,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0220483000001141'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708211'>link WD</a>
1972,Q106708221,SE0210380000001176,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210380000001176,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0210380000001176'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708221'>link WD</a>
1975,Q106708226,SE0A21497000001187,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21497000001187,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21497000001187'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708226'>link WD</a>
1977,Q106708228,SE0A21497000001191,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21497000001191,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21497000001191'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708228'>link WD</a>
1979,Q106708227,SE0A21497000001190,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21497000001190,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21497000001190'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708227'>link WD</a>
1994,Q106708288,SE0910665000001259,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910665000001259,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910665000001259'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708288'>link WD</a>
1995,Q106708289,SE0910665000001262,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910665000001262,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910665000001262'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708289'>link WD</a>
2000,Q106708298,SE0230586000001275,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230586000001275,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230586000001275'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708298'>link WD</a>
2001,Q106711707,SE0A21407000003885,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003885,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21407000003885'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711707'>link WD</a>
2003,Q106711715,SE0441290000003900,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441290000003900,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441290000003900'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711715'>link WD</a>
2005,Q106711719,SE0A21435000003904,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000003904,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000003904'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711719'>link WD</a>
2007,Q106711721,SE0A21435000003905,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000003905,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000003905'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711721'>link WD</a>
2008,Q106711727,SE0441267000003910,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441267000003910,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441267000003910'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711727'>link WD</a>
2012,Q106711753,SE0940980000003923,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000003923,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000003923'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711753'>link WD</a>
2013,Q106711754,SE0622062000003929,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622062000003929,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622062000003929'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711754'>link WD</a>
2014,Q106711758,SE0A11380000003936,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000003936,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000003936'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711758'>link WD</a>
2015,Q106711756,SE0A11382000003933,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000003933,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000003933'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711756'>link WD</a>
2018,Q106711761,SE0A11380000003938,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000003938,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000003938'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711761'>link WD</a>
2019,Q106711786,SE0251980000003948,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000003948,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0251980000003948'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711786'>link WD</a>
2020,Q106711784,SE0A11380000003940,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000003940,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000003940'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711784'>link WD</a>
2034,Q106711867,SE0910643000003989,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910643000003989,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910643000003989'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711867'>link WD</a>
2036,Q106711868,SE0611785000003990,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611785000003990,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611785000003990'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711868'>link WD</a>
2040,Q106711874,SE0A21485000004013,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21485000004013,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21485000004013'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711874'>link WD</a>
2044,Q106711878,SE0622061000004018,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622061000004018,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0622061000004018'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711878'>link WD</a>
2046,Q106711879,SE0110180000004020,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000004020,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000004020'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711879'>link WD</a>
2057,Q106711892,SE0611780000004053,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000004053,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0611780000004053'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711892'>link WD</a>
2059,Q106711894,SE0441283000004057,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000004057,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000004057'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711894'>link WD</a>
2065,Q106711900,SE0241814000004068,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241814000004068,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241814000004068'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711900'>link WD</a>
2075,Q106711915,SE0411083000004101,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000004101,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000004101'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711915'>link WD</a>
2092,Q106711929,SE0930861000004185,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930861000004185,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930861000004185'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711929'>link WD</a>
2095,Q106711933,SE0411082000004198,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000004198,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000004198'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711933'>link WD</a>
2097,Q106711936,SE0A21487000004208,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21487000004208,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21487000004208'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106711936'>link WD</a>
2100,Q10727537,SE0441283000003890,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000003890,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000003890'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10727537'>link WD</a>
2105,Q106710006,SE0812403000003125,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812403000003125,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812403000003125'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710006'>link WD</a>
2115,Q106710025,SE0241884000003202,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241884000003202,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241884000003202'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710025'>link WD</a>
2116,Q106710031,SE0822582000003209,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822582000003209,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822582000003209'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710031'>link WD</a>
2117,Q106710029,SE0241884000003206,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241884000003206,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0241884000003206'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106710029'>link WD</a>
